u,v,color
125,128,0
125,129,0
125,131,0
125,132,0
126,127,0
126,128,0
126,129,0
126,131,0
126,132,0
127,128,0
128,129,0
128,131,0
128,132,0
129,133,0
129,134,0
129,135,0
129,136,0
129,137,0
129,138,0
129,139,0
129,130,0
129,140,0
129,141,0
129,142,0
129,143,0
129,144,0
130,145,0
130,146,0
130,147,0
130,148,0
130,149,0
130,150,0
130,151,0
130,152,0
130,153,0
130,131,0
130,132,0
130,141,0
131,134,0
131,135,0
131,136,0
131,137,0
131,138,0
131,140,0
131,132,0
131,141,0
131,142,0
131,144,0
132,134,0
132,135,0
132,136,0
132,137,0
132,138,0
132,140,0
132,141,0
132,142,0
132,144,0
154,155,0
154,156,0
154,98,0
154,107,0
154,157,0
154,158,0
159,155,0
159,160,0
159,107,0
157,155,0
157,156,0
157,98,0
157,107,0
157,158,0
161,96,0
161,162,0
161,28,0
161,103,0
161,110,0
163,96,0
163,164,0
163,162,0
163,28,0
163,103,0
163,110,0
165,96,0
165,162,0
165,28,0
165,103,0
165,110,0
166,96,0
166,117,0
166,94,0
166,99,0
166,95,0
166,104,0
166,105,0
166,114,0
166,115,0
167,96,0
167,162,0
167,28,0
167,103,0
167,110,0
168,96,0
168,117,0
168,162,0
168,28,0
168,103,0
168,110,0
169,96,0
169,117,0
169,162,0
169,28,0
169,103,0
169,110,0
170,96,0
170,162,0
170,28,0
170,103,0
170,110,0
158,96,0
158,171,0
158,114,0
172,96,0
172,162,0
172,28,0
172,103,0
172,110,0
173,174,0
173,175,0
173,176,0
173,177,0
173,66,0
174,178,0
174,175,0
174,179,0
174,180,0
178,181,0
178,182,0
178,175,0
178,179,0
178,180,0
181,175,0
182,183,0
182,175,0
182,179,0
182,180,0
182,117,0
182,184,0
179,175,0
179,180,0
179,185,0
179,186,0
179,187,0
179,188,0
183,175,0
184,175,0
184,180,0
184,189,0
184,141,0
184,190,0
191,175,0
192,175,0
193,175,0
194,175,0
195,175,0
188,175,0
188,180,0
196,197,0
196,198,1
196,150,0
196,31,5,3
196,199,0
196,200,0
196,201,1,0,2
196,190,0
196,202,3,5,6
203,204,0
203,205,0
203,206,0
203,60,0
203,207,0
203,208,0
203,209,0
203,210,0
203,211,0
203,212,0
203,160,0
203,213,0
203,214,0
203,215,0
203,216,0
203,217,0
203,218,0
203,219,0
203,220,0
203,221,0
203,222,0
203,223,0
203,224,0
203,225,0
203,226,0
203,227,0
203,228,0
76,204,0
76,229,2,1,0
76,230,2,1,0
76,231,0
76,36,1,0,3,2
76,37,0,2,3,1
76,38,1,0,2
76,39,2,1,0
76,40,0,1,2
76,41,1,2,0,3
76,42,2,1,0
76,43,2,1,0
76,44,0,2,1
76,45,2,1,0
76,46,1,2,0
76,47,2,1,0
76,48,0,2,1
76,49,2,1,0,3
76,50,0,1,2
76,51,0,1,2
76,52,2,0,1
76,35,2,3,1,0
76,53,0,2,1
76,20,1,2,0
76,54,3,1,2,0
76,55,2,1,0
76,56,0,2,1
76,57,0,2
76,232,2,0
76,58,0,2,1
76,59,3,1,0,2
76,60,2,1,0
76,21,0,1,2
76,61,0,1,2
76,62,1,0,2
76,63,1,2,0
76,64,1,0,2
76,31,0,2,1
76,65,0,2,3,1
76,67,1,2,0
76,233,0
76,32,1,2,0
76,69,0
76,70,0,2,1
76,234,0
76,72,2,0
76,73,0
76,74,1,0,2,3
76,235,0,2,1
76,236,0,3
76,75,2,0
76,77,1,0,2
76,237,0,2,1
76,227,2,1,0
238,239,0
238,240,0
238,241,0
239,242,0
239,209,0
239,243,0
239,244,0
239,245,0
246,247,0
248,19,0,2,1
248,249,1,0,2
248,250,0,2,1
248,251,2,1,0
248,32,1,0,2
248,252,2,0,1
248,253,2,1,0
248,234,0,1,2
249,19,1,0,2
249,254,1,2,0
249,255,0,1,2
249,36,1,0,2
249,37,1,0,2
249,38,0
249,39,0,2,1
249,40,1,2,0
249,41,1,0,2
249,43,1,2,0
249,45,0,2,1
249,47,2,0,1
249,51,2,1,0
249,54,2,0,1
249,56,2,1,0
249,59,0,1,2
249,250,1,2,0
249,21,1,2,0
249,251,2,0,1
249,61,0,2,1
249,62,0,2,1
249,256,1,2,0
249,65,0,1,2
249,257,0,2,1
249,258,2,0,1
249,259,2,0,1
249,32,2,1,0
249,260,2,0
249,252,0,1,2
249,261,2,1,0
249,262,0,2,1
249,263,0,2,1
249,264,0,2,1
249,265,1,2,0
249,253,1,0,2
249,266,0
249,267,0
249,77,0,2,1
249,268,0,1,2
234,19,1,2,0
234,254,2,0,1
234,255,0,2,1
234,36,1,0,2
234,37,1,2,0
234,38,0,2,1
234,39,0,2,1
234,40,2,0,1
234,41,0,1,2
234,43,0,1,2
234,45,1,0,2
234,47,2,0,1
234,51,2,0,1
234,54,2,0,1
234,56,2,1,0
234,59,1,2,0
234,250,1,2,0
234,21,2,1,0
234,251,2,1,0
234,61,0,2,1
234,256,1,0,2
234,64,0
234,269,2,0
234,65,1,2,0
234,160,0
234,270,0
234,257,1,2,0
234,67,0
234,258,1,0,2
234,259,1,0,2
234,32,0,1,2
234,252,0,1,2
234,261,1,2,0
234,262,2,0,1
234,70,0
234,263,1,2,0
234,264,0,1,2
234,271,0
234,265,1,0,2
234,253,2,0,1
234,272,0
234,235,0,2,1
234,75,2,1
234,77,2,0,1
234,268,1,2,0
273,274,0
273,275,0
273,276,0
273,277,0
274,276,0
276,278,0
279,28,0
279,68,0
279,107,0
280,281,0
280,282,0
280,283,0
280,284,0
280,285,0
280,286,0
280,201,0
280,287,0
280,288,0
280,289,0
280,290,0
291,292,0,2
291,207,0
291,225,2
293,292,2,0
293,207,0
293,225,2
294,292,0,2
294,207,0
294,225,2
295,292,2,0
295,207,0
295,107,2
295,225,2
296,292,0,2
296,207,0
296,225,2
297,292,0,2
297,207,0
297,225,2
298,292,0,2
298,207,0
298,225,2
299,292,0,2
299,207,0
299,225,2
300,292,2,0
300,207,0
300,225,2
301,292,0,2
301,207,0
301,225,2
302,292,0,2
302,207,0
302,225,2
303,292,0,2
303,207,0
303,225,2
304,292,0,2
304,207,0
304,225,2
305,292,0,2
305,207,0
305,107,2
305,225,2
306,292,2,0
306,207,0
306,225,2
307,292,0,2
307,207,0
307,225,2
308,309,0
308,180,0
308,310,0
308,311,0
308,312,0
308,313,0
308,122,0
308,107,0
308,314,0
308,223,0
309,315,0
309,180,0
309,316,0
309,317,0
309,318,0
309,319,0
309,311,0
309,312,0
309,187,0
309,314,0
309,320,0
309,321,0
309,322,0
309,323,0
311,324,0
311,325,0
311,326,0
312,313,0
312,107,0
312,314,0
122,327,0
122,328,0
122,329,0
122,123,0
122,330,0
122,331,0
122,332,0
122,333,0
314,209,0
314,210,0
314,334,5
314,331,0
314,107,0
314,332,0
223,2,0
223,3,0
223,335,0
223,205,0
223,336,0
223,337,0
223,310,0
223,225,0
315,338,0
315,339,0
315,180,0
315,187,0
187,180,0
187,318,0
187,319,0
187,323,0
316,180,0
316,340,0
316,68,0
317,180,0
317,340,0
317,68,0
317,321,0
317,322,0
318,180,0
318,327,0
318,341,0
319,180,0
319,327,0
319,341,0
321,180,0
321,340,0
321,68,0
321,322,0
322,180,0
322,340,0
322,68,0
323,180,0
323,340,0
323,68,0
323,171,0
323,342,0
323,343,0
323,326,0
344,345,0
344,346,0
344,347,0
344,327,0
344,348,0
344,335,0
344,349,0
344,350,0
344,351,0
344,331,0
344,218,0
344,352,0
344,353,0
344,354,0
344,355,0
344,356,0
344,332,0
357,345,0
357,282,0
357,358,0
359,345,4
359,2,2
359,3,2
359,185,0
359,335,0
359,205,0
359,336,0
359,360,0
359,337,0
359,218,0
359,361,0
350,345,0
350,362,0
350,348,0
350,335,0
350,349,0
350,363,0
350,107,0
214,345,4
214,2,2
214,3,2
214,185,0
214,335,0
214,205,0
214,336,0
214,360,0
214,337,0
214,218,0
214,219,0
214,361,0
364,345,0
219,345,4
219,2,2
219,3,2
219,185,0
219,335,0
219,205,0
219,336,0
219,38,2
219,337,0
219,218,0
219,228,0
362,348,0
365,366,0
367,368,0
367,369,0
370,369,0
370,371,0
370,372,0
370,373,0
370,374,0
375,123,0
375,376,0
375,218,0
376,123,0
376,218,0
377,378,0
377,52,0
377,62,0
377,233,0
377,379,0
377,73,0
377,75,0
380,66,0
380,275,0
380,277,0
381,382,0
381,378,1,0,2
381,60,0
381,210,0
381,150,1,0,2
381,66,0,1,2
381,383,0
381,216,2,1
381,199,1
381,384,2,1,0
381,385,0,2
381,81,0
381,82,0
382,150,0
382,386,0
382,387,0
382,388,0
382,216,0
382,199,0
382,389,0
383,386,0
383,387,0
383,388,0
383,216,0
383,199,0
383,389,0
390,391,0
390,392,0
390,393,0
390,394,0
390,395,0
392,391,0
392,393,0
392,394,0
392,395,0
393,391,0
393,394,0
393,395,0
396,397,4,3
398,397,0
398,399,0
398,107,0
400,397,0
400,399,0
400,107,0
401,397,0
401,399,0
401,107,0
71,397,0
71,402,0
71,40,0,2
71,41,2,0
71,42,0,2
71,43,0,2
71,45,0,2
71,46,0,2
71,47,0,2
71,48,0,2
71,50,0,2
71,51,2,0
71,52,2,0
71,35,2,0
71,53,0,2
71,20,0,2
71,55,2,0
71,56,2,0
71,57,0,2
71,21,0,2
71,403,0
71,61,2,0
71,62,2,0
71,63,2,0
71,65,0,2
71,32,2,0
71,404,0
71,262,0
71,405,0
71,263,0
71,74,0,2
71,72,2,0
72,397,0
72,402,0
72,36,2,0
72,37,2,0
72,39,2,0
72,40,0,2
72,41,2,0
72,42,2,0
72,43,2,0
72,44,0,2
72,45,0,2
72,46,0,2
72,47,0,2
72,48,2,0
72,49,0,2
72,50,0,2
72,51,0,2
72,52,2,0
72,35,0,2
72,53,2,0
72,20,2,0
72,54,0,2
72,55,2,0
72,56,0,2
72,57,0,2
72,58,2,0
72,59,0,2
72,21,0,2
72,403,0
72,61,0,2
72,63,0,2
72,406,0
72,341,0
72,65,2,0
72,32,0,2
72,404,0
72,262,0
72,405,0
72,263,0
72,107,0
72,74,2,0
72,77,2,0
72,240,0
72,241,0
407,397,0
407,162,0
407,60,0
407,209,0
407,210,0
408,409,0
408,410,0
408,411,0
408,226,0
412,409,0
412,117,0
412,95,0
412,413,0
412,414,0
412,399,0
412,411,0
412,107,0
412,415,0
412,226,0
416,409,0
416,137,0
416,417,0
416,107,0
416,418,0
419,409,0
419,282,0
419,270,0
419,411,0
419,222,0
419,226,0
420,60,0
421,422,0
421,160,0
421,107,0
423,95,0
423,399,0
423,411,0
423,107,0
399,424,0
399,425,0
399,426,0
399,427,0
399,428,0
399,429,0
399,171,0
399,107,0
399,430,0
282,431,0
282,283,0
282,432,0
282,58,0
282,250,0
282,433,0
282,434,0
282,435,0
282,436,0
282,437,0
282,438,0
282,439,0
282,440,0
282,227,0
283,431,0
283,441,0
431,389,0
389,94,0
389,442,0
389,443,0
389,444,0
432,117,0
432,228,0
434,402,0
434,57,0
434,60,0
434,209,0
434,31,0
434,404,0
434,220,0
434,445,0
434,415,0
437,446,0
437,438,0
437,447,0
437,448,0
438,446,0
438,447,0
438,448,0
185,180,0
185,2,0
185,3,0
185,449,0
185,450,0
185,451,0
185,452,0
185,224,0
185,228,0
186,180,0
453,180,0
453,454,0
453,455,0
456,457,0
458,459,5,6,0,3
458,460,0,5,3,6
458,461,6,0,3,2,5
458,216,0
458,462,3,5,6,2,0
458,463,0,6,3,5
458,464,6,3,5,0
458,465,5,0,3,6,2
458,202,3,0,6,5,2
461,466,2,5,6,0,3
461,467,0,2,6,3,5
461,216,0
461,468,5,0,2,6,3
461,469,5,3,2,0,6
461,470,3,0,5,2,6
461,471,6,0,5,3,2
462,466,0,2,6,5,3
462,467,0,6,2,3,5
462,468,3,0,2,5,6
462,469,2,3,0,5,6
462,470,2,3,6,5,0
462,471,6,0,5,2,3
465,466,2,5,0,3,6
465,467,0,5,3,2,6
465,468,0,6,5,2,3
465,469,5,3,0,2,6
465,470,5,2,0,6,3
465,471,2,0,5,3,6
202,209,0
202,210,0
202,466,3,2,5,0,6
202,467,2,0,6,3,5
202,468,3,6,0,2,5
202,469,5,6,0,2,3,4
202,470,5,6,3,2,0
202,471,4,5,3,0,6,2
472,459,3
472,473,0
472,460,3
472,474,0
472,475,0
472,476,0
472,463,3
472,464,3
466,459,6,5,0,3
466,460,3,5,4,6,0
466,477,0,3,5
466,216,0
466,463,3,5,6,0
466,464,5,0,3,6
468,459,5,6,0,3
468,460,3,5,6,0
468,216,0
468,478,6
468,463,5,3,6,0
468,464,0,3,5,6
474,459,3
474,473,0
474,460,3
474,475,0
474,476,0
474,463,3
474,464,3
474,111,0
474,479,0
469,459,5,0,6,3
469,460,3,0,5,6
469,216,0
469,463,0,3,6,5
469,464,5,3,0,6
480,459,0
480,460,0
480,463,0
480,464,0
480,481,0
480,482,0
480,483,0
482,459,0
482,484,0
482,460,0
482,463,0
482,464,0
482,481,0
483,459,0
483,484,0
483,460,0
483,463,0
483,464,0
483,481,0
470,459,6,3,0,5
470,460,3,0,6,5
470,216,0
470,463,6,5,3,0
470,464,0,5,3,6
471,459,3,5,6,0
471,460,5,3,0,6
471,216,0
471,463,5,6,0,3
471,464,3,5,6,0
479,459,3
479,473,0
479,460,3
479,475,0
479,476,0
479,463,3
479,464,3
485,486,0
485,247,0
485,487,0
488,133,0
488,489,0
488,134,0
488,135,0
488,136,0
488,138,0
488,140,0
488,142,0
488,144,0
133,489,0
133,134,0
133,135,0
133,136,0
133,138,0
133,140,0
133,142,0
133,143,0
133,144,0
489,134,0
489,135,0
489,136,0
489,138,0
489,140,0
489,142,0
489,144,0
134,490,0
134,139,0
134,200,0
134,491,0
134,492,0
134,143,0
134,493,0
135,490,0
135,139,0
135,200,0
135,491,0
135,492,0
135,143,0
135,493,0
135,144,0
136,490,0
136,139,0
136,200,0
136,491,0
136,492,0
136,143,0
136,493,0
138,490,0
138,139,0
138,200,0
138,491,0
138,492,0
138,143,0
138,493,0
140,490,0
140,139,0
140,200,0
140,491,0
140,492,0
140,143,0
140,493,0
142,490,0
142,139,0
142,200,0
142,491,0
142,492,0
142,143,0
142,493,0
144,490,0
144,139,0
144,200,0
144,491,0
144,492,0
144,143,0
144,493,0
143,493,0
490,139,0
139,493,0
200,491,0
200,492,0
491,492,0
494,160,0
494,107,0
160,58,0
160,59,0
160,60,0
160,209,0
160,210,0
160,341,0
160,32,0
160,495,0
160,331,0
160,222,0
160,496,0
160,235,0
160,332,0
160,227,0
207,497,0,1
207,208,0
207,209,0
207,211,0
207,150,0
207,216,0
207,199,0
207,222,0
498,60,0
499,500,0
499,501,0
499,502,0
499,503,0
499,504,0
499,505,0
501,506,0
501,507,0
501,508,0
501,509,0
501,510,0
501,235,0,2,1
502,506,0
502,503,0
502,507,0
502,508,0
502,509,0
502,510,0
502,235,1,0,2
503,506,0
503,507,0
503,508,0
503,509,0
503,510,0
503,235,1,0,2
504,506,0
504,507,0
504,508,0
504,509,0
504,510,0
504,235,0,1,2
504,505,0
505,506,0
505,507,0
505,508,0
505,509,0
505,510,0
505,235,1,2,0
506,500,0
507,500,0
507,508,0
508,500,0
508,511,0
512,513,0
512,514,0
514,515,0
514,516,0
514,513,0
517,378,1,0,2
517,340,0
517,66,1
517,216,1,2,0
517,518,0
517,199,1,0,2
509,519,0
509,520,0
509,60,2,1,0
509,209,2,0,1
509,32,0
509,260,0
509,521,0
509,522,0,1,2
509,220,2,0,1
509,510,2,0,1
509,523,2,0,1
509,524,0
509,525,2,1,0
509,526,1,2,0
509,527,0
528,424,0
528,427,0
529,424,2
529,427,2
530,424,0
530,427,0
531,532,0
531,533,0
531,31,0
531,534,0
531,445,0
535,532,0
536,532,0
92,93,0
92,102,0
92,95,0
102,94,5,1,3,0
102,98,0,3,5
102,100,0
102,103,0
102,95,0,5,3
102,104,0
102,110,0
537,378,0
537,52,0
537,62,0
537,233,0
537,379,0
537,75,0
538,60,0
539,230,0
539,415,0
539,237,0
78,95,0
540,541,0
540,445,0
540,542,0
540,430,0
540,543,0,2
540,225,2
541,426,0
541,544,0
541,545,0
541,351,0
541,546,0
541,547,0
541,548,0
541,549,0
541,542,0
541,430,0
541,543,0
541,550,0
542,551,0
542,445,0
542,543,0
542,116,0
430,426,0
430,552,0
430,106,0
430,418,0
430,543,0
543,426,0
543,553,0
543,445,0
543,111,3
543,225,2
543,116,0
554,555,0
554,137,0
555,556,0
555,137,0
555,557,0
555,558,0
555,559,0
137,556,0
137,557,0
137,558,0
137,417,0
137,560,0
137,559,0
561,562,0
561,563,0
561,564,0
565,19,2,1
565,65,0,1,2
565,254,1,2
565,255,2,1
565,36,1,2,0
565,37,0,1,2
565,39,2,0,1
565,40,2,1
565,41,2,1
565,43,1,2
565,44,0
565,45,2,1
565,47,1,2
565,51,2,1
565,54,1,0,2
565,56,2,1
565,58,0
565,59,1,0,2
565,250,2,1
565,21,1,2
565,251,0,2,1
565,61,2,1
565,62,1,2
565,256,1,2
565,257,1,2
565,258,1,0,2
565,259,1,2
565,32,0,2,1
565,252,2,1
565,261,2,1
565,265,1,2,0
565,75,2,0,1
565,77,1,0,2
565,268,1,2
255,19,2,1,0
255,254,1,2,0
255,36,1,0,2
255,37,0,2,1
255,38,1,2,0
255,39,1,0,2
255,40,1,0,2
255,41,0,1,2
255,43,1,2,0
255,45,0,1,2
255,47,1,0,2
255,51,0,1,2
255,54,0,1,2
255,56,0,1,2
255,59,2,1,0
255,250,2,0,1
255,21,1,0,2
255,251,0,2,1
255,61,2,1,0
255,62,0,2,1
255,256,1,0,2
255,269,2,0
255,406,0
255,65,0,2,1
255,257,0,2,1
255,258,0,2,1
255,259,1,0,2
255,216,0
255,32,1,0,2
255,252,0,2,1
255,261,1,0,2
255,566,1,0,2
255,264,0,1,2
255,265,0,1,2
255,253,1,2,0
255,75,2,1
255,77,0,1,2
255,268,1,2,0
269,19,2,0
269,254,2,0
269,36,2,0
269,37,0,2
269,39,2,0
269,40,2,0
269,41,2,0
269,43,2,0
269,45,0,2
269,47,0,2
269,51,0,2
269,54,2,0
269,56,0,2
269,59,2,0
269,250,0,2
269,21,2,0
269,251,2,0
269,61,2,0
269,62,2,0
269,65,0,2
269,257,2,0
269,258,2,0
269,259,2,0
269,32,2,0
269,252,2,0
269,261,2,0
269,262,2,0
269,263,2,0
269,265,0,2
269,253,0,2
269,77,0,2
269,268,0,2
567,19,0,2,1
567,254,2,0,1
567,36,2,1,0
567,37,1,2,0
567,39,0,2,1
567,40,0,1,2
567,41,0,1,2
567,43,2,0,1
567,45,0,1,2
567,47,0,1,2
567,51,2,0,1
567,54,2,0,1
567,56,2,0,1
567,59,1,2,0
567,250,2,1,0
567,21,2,1,0
567,251,0,2,1
567,61,0,1,2
567,62,0,2,1
567,256,1,2,0
567,65,0,2,1
567,257,2,1,0
567,258,0,1,2
567,259,0,1,2
567,32,1,2,0
567,252,0,1,2
567,261,1,2,0
567,265,0,2,1
567,253,1,2,0
567,235,0
567,77,0,1,2
567,268,2,0,1
568,19,0
568,569,0
569,19,0
569,570,0
569,571,0
34,19,0
34,572,0
34,18,0
566,254,2,0,1
566,36,0,2,1
566,37,2,0,1
566,39,2,1,0
566,40,1,0,2
566,41,0,2,1
566,43,2,1,0
566,45,0,1,2
566,47,1,0,2
566,51,2,1,0
566,54,0,1,2
566,56,1,2,0
566,59,2,1,0
566,250,0,2,1
566,21,0,2,1
566,251,1,2,0
566,61,0,2,1
566,256,2,1,0
566,65,0,1,2
566,257,0,1,2
566,258,1,0,2
566,259,0,1,2
566,32,2,0,1
566,252,0,1,2
566,261,2,1,0
566,573,0
566,262,2,1,0
566,263,2,1,0
566,570,0
566,265,2,1,0
566,77,0,2,1
566,268,0,2,1
566,571,0
574,575,1,0
574,576,0
574,577,0,1
574,402,0
574,57,0
578,575,3,5
578,9,0
578,577,3,5
578,579,3
578,580,3
578,581,0
578,582,3
583,575,2,0
583,231,0
583,577,2,0
583,60,2,0
583,209,2,0
583,210,2,0
583,584,0
585,575,0,1
585,576,0
585,577,1,0
585,402,0
585,57,0
260,522,0
260,220,0
260,510,0
260,523,0
260,525,0
262,2,0
262,3,0
262,402,0
262,37,2,0,1
262,38,0,1,2
262,39,0,1,2
262,40,0,1,2
262,41,0,2,1
262,45,0,2,1
262,47,2,1,0
262,54,1,2,0
262,56,1,2,0
262,57,0
262,59,0,1,2
262,250,1,0,2
262,21,0,1,2
262,251,1,2,0
262,403,0
262,61,0,2,1
262,256,0,1,2
262,65,1,0,2
262,257,0,1,2
262,258,1,0,2
262,259,1,0,2
262,32,0,2,1
262,252,1,0,2
262,261,2,0,1
262,404,0
262,405,0
262,263,0
262,253,0,2,1
263,2,0
263,3,0
263,402,0
263,37,1,0,2
263,38,0,1,2
263,39,1,0,2
263,40,1,0,2
263,41,2,0,1
263,45,1,0,2
263,47,2,0,1
263,54,0,1,2
263,56,0,2,1
263,57,0
263,59,1,2,0
263,250,1,0,2
263,21,1,2,0
263,251,0,1,2
263,403,0
263,61,1,0,2
263,256,1,0,2
263,65,0,1,2
263,257,1,0,2
263,258,2,1,0
263,259,2,0,1
263,32,2,1,0
263,252,1,0,2
263,261,0,1,2
263,404,0
263,405,0
263,253,0,1,2
586,328,0
587,230,2,1,0
587,64,0,1,2
587,67,2,1,0
587,588,0
587,70,0,1,2
587,235,0,2,1
587,237,2,1,0
589,230,0
589,415,0
589,237,0
590,230,0,2,1
590,64,0,2,1
590,67,2,1,0
590,588,0
590,70,2,1,0
590,237,2,0,1
591,230,1,2,0
591,64,1,2,0
591,67,2,1,0
591,588,0
591,70,1,0,2
591,235,2,0,1
591,237,0,1,2
592,230,0
592,415,0
592,237,0
242,243,0
242,244,0
242,245,0
593,594,0
522,9,0
522,32,0
522,526,2,1,0
522,220,0,1,2
522,510,0,1,2
522,523,0,1,2
522,524,0
522,525,0,2,1
595,334,0
596,2,0
596,3,0
596,597,0
596,221,0
596,598,0
596,235,0
599,2,0
599,3,0
599,600,0
599,601,0
598,2,0
598,3,0
598,221,0
598,235,0
450,451,0
450,452,0
451,363,0
451,602,0
451,452,0
452,363,0
452,602,0
603,66,0
141,604,0
141,340,0
141,605,0
141,606,0
141,607,0
141,608,0
141,609,0
141,610,0
141,611,0
141,612,0
346,348,0
346,205,0
205,335,0
205,117,0
205,613,0
205,171,0
205,614,0
615,616,0
615,347,0
615,617,0
616,347,0
616,617,0
616,618,0
347,617,0
347,348,0
618,328,0
618,18,0
327,177,0
327,360,0
327,331,0
327,361,0
327,332,0
331,349,0
331,177,0
331,619,0
331,66,0
331,310,0
331,329,0
331,330,0
331,272,5
331,620,0
331,225,0
331,332,0
331,333,0
332,177,0
332,619,0
332,66,0
332,310,0
332,329,0
332,330,0
332,272,5
332,225,0
332,333,0
621,335,0
613,310,0
613,342,0
613,343,0
613,447,0
614,622,0
614,107,0
336,337,0
336,228,0
337,228,0
623,624,0
623,39,0
623,625,0
625,626,0
625,627,0
625,340,6,5
625,628,0
626,624,0
626,39,0
629,630,0
629,341,0
629,66,0
629,570,0
629,235,0
629,571,0
631,630,0
631,341,0
631,66,0
631,570,0
631,235,0
631,571,0
632,177,0
632,99,0
632,100,0
632,101,0
632,633,0
634,177,0
634,547,0
634,310,0
634,343,0
634,326,0
634,107,0
634,601,0
634,635,0
636,117,0
636,99,0
636,103,0
636,95,0
636,110,0
636,112,0
636,633,0
637,117,0
637,638,0
109,117,0
109,94,3,1,0,5
109,98,5,0,3
109,95,5,0,3
109,112,0
639,117,0
639,597,0
639,107,0
116,117,0
116,640,0
116,551,0
116,95,0
116,105,0
116,445,0
116,115,0
641,642,0
642,643,0
642,644,0
642,645,0
642,646,0
642,647,0
386,378,0,1,2
386,60,0
386,210,0
386,150,1,0,2
386,66,0,2,1
386,216,1,2
386,199,1
386,384,2,1,0
386,385,0,2
386,81,0
386,82,0
648,360,0
648,361,0
649,31,0
425,107,2
650,378,1,0,2
650,340,0
650,66,1
650,216,0,2,1
650,518,0
650,199,2,0,1
373,378,0
373,52,0
373,62,0
373,233,0
373,379,0
373,75,0
651,378,0,2,1
651,340,0
651,66,1
651,216,2,1,0
651,518,0
651,199,1,2,0
652,378,0
652,52,0
652,62,0
652,233,0
652,379,0
652,75,0
25,29,0
26,198,0,1,2
26,150,1,2,0
26,66,2,1,0
