u,v,color
14,51,0
14,42,0
14,97,2
14,135,0
14,52,0
14,53,0
14,41,0
14,54,0
14,136,1
14,137,1
14,138,1
14,139,0
14,140,0
14,55,1
14,40,0
14,141,0
14,57,0
14,39,0
14,58,0
14,59,0
14,26,0
14,142,0
14,46,0
14,27,2,0
14,143,1
14,144,0
14,145,1,0
14,44,0
14,30,1,0
14,146,0
14,147,1
14,148,1
14,15,0
14,149,0
14,33,0
14,150,0
14,151,5
152,153,0
152,154,0
152,97,0
152,155,0
152,156,0
152,157,0
152,158,0
152,159,0
152,160,0
152,161,0
152,162,0
152,163,0
152,164,0
152,165,0
152,166,0
152,167,0
152,168,0
152,169,0
152,170,0
152,171,0
152,172,0
152,173,0
152,174,0
152,175,0
152,176,0
152,177,0
153,178,0
153,179,0
153,180,0
153,19,0
153,181,0
153,174,0
153,175,0
153,182,0
153,183,0
153,184,0
153,185,0
153,186,0
153,187,0
153,188,0
153,189,0
153,190,0
153,191,0
153,192,0
153,193,0
153,194,0
153,195,0
153,196,0
153,197,0
153,198,0
153,199,0
153,200,0
153,201,0
153,202,0
153,203,0
153,204,0
153,205,0
153,206,0
153,207,0
153,208,0
153,209,0
153,210,0
153,211,0
153,212,0
153,213,0
153,214,0
153,215,0
153,216,0
153,217,0
153,218,0
153,219,0
153,220,0
153,221,0
153,222,0
153,223,0
153,224,0
153,225,0
153,226,0
153,227,0
153,228,0
153,229,0
153,230,0
153,231,0
154,178,0
154,171,0
154,232,0
154,233,0
154,80,3,5
154,181,0
154,84,3,5
154,85,3,5
154,234,0
154,86,5,3
154,87,3,5
154,89,3,5
154,90,3,5
154,92,5,3
154,96,3,5
154,97,3,5
154,98,5,3
154,99,3,5
154,235,0
154,155,0
154,236,0
154,237,0
154,191,0
154,139,0
154,238,1
154,102,5,3
154,194,0
154,195,0
154,103,5,3
154,104,5,3
154,105,5,3
154,239,0
154,198,0
154,199,0
154,200,0
154,201,0
154,202,0
154,203,0
154,207,0
154,209,0
154,111,3,5
154,210,0
154,211,0
154,113,5,3
154,114,5,3
154,240,0
154,115,5,3
154,116,3,5
154,117,5,3
154,118,5,3
154,119,3,5
154,215,0
154,241,0
154,120,5,3
154,121,5,3
154,216,0
154,164,0
154,163,0
154,123,3,5
154,220,0
154,221,0
154,222,0
154,126,3,5
154,226,0
154,242,0
154,227,0
154,230,0
154,231,0
97,178,0
97,243,2,1,0
97,38,1,0,2
97,244,0,2,1
97,245,0,1,2
97,246,1,2,0
97,247,0,1,2
97,16,3,2,5
97,76,5
97,248,1,2,0
97,249,2,0,1
97,127,6,1,3,5,0,2,4
97,171,5,3
97,250,0,1,6
97,251,1,3
97,252,1,0,2
97,253,0
97,254,0,1,3,2
97,255,1,0,5,2
97,256,0
97,257,1,5,3,0,2
97,258,2
97,259,2
97,77,5
97,78,6,2,5,3,0,1
97,260,0,6,5
97,261,0
97,262,1
97,263,3,0,1,2
97,264,0,1,2
97,265,2,0
97,266,3,0,2,1
97,267,2,0,1
97,19,3,5
97,268,0
97,269,2
97,270,5,0,3
97,271,1,0,2
97,272,5
97,273,0
97,274,0
97,80,6,0,3,2,1
97,275,0,2
97,276,2,1,0
97,277,3
97,278,2,0,1
97,279,0
97,280,0
97,281,0,4,5
97,50,2
97,282,0,2,1
97,82,5
97,283,0
97,284,0
97,285,0
97,286,0,5,4
97,20,1,2,0
97,21,0,3,1,2
97,287,0
97,288,6,5,0
97,289,0
97,290,2,0,1
97,291,2
97,292,0,1,2
97,83,5
97,293,2
97,181,0
97,294,0,2,1
97,295,1
97,296,1,2,0
97,297,1,2,0,6
97,298,0,6
97,173,5,3
97,299,1,0,2
97,300,0
97,301,2
97,84,2
97,302,0
97,303,1,2,0
97,304,0,1,2
97,133,2,1,0
97,85,2
97,305,2
97,306,3,2,5
97,234,2,0,5
97,134,0,1,2
97,307,5
97,308,0
97,86,2
97,309,5,0,3
97,310,0
97,311,2
97,312,2,0,1
97,313,1,0,2
97,314,0,1,2
97,87,2
97,315,0
97,316,1,6,2,0
97,317,2
97,318,2
97,176,0
97,319,0,1,2
97,89,2
97,90,2
97,91,5
97,22,0,1,3,2
97,320,6
97,321,0
97,322,0,5
97,323,6,0,3,1,2,5
97,324,1
97,325,3,0
97,326,3,2,1,5,0
97,327,0
97,328,0
97,329,2,5,0
97,330,2
97,331,0,1,2
97,332,0
97,333,6,0
97,334,6,5,0
97,335,2,0,1
97,336,0
97,337,0
97,338,0
97,339,1,5
97,340,0,1,2
97,341,0
97,51,0,2
97,342,2,0
97,92,2
97,95,5
97,343,1
97,96,2
97,344,0
97,345,0
97,346,6,0,5
97,347,1,0,2
97,348,1,0,2,6
97,349,0
97,350,0
97,351,5,3
97,352,5,3
97,353,3,5
97,354,0
97,355,0
97,98,2
97,99,2
97,356,1,2,0
97,52,0,2
97,235,2
97,357,1,0,2
97,358,2
97,359,0
97,155,5,3
97,156,3,5
97,360,3,6,0,1,2
97,236,2,3
97,361,0
97,362,0,5,3
97,24,0,2,1,3
97,363,5,0
97,364,0,3,5
97,365,2,0,1
97,366,0
97,101,2,1,0,5
97,367,0
97,368,0
97,237,2
97,369,0
97,370,5
97,371,0,5
97,372,0
97,373,2,0,1
97,374,2,1,0
97,375,0,2,1
97,376,2,1,0
97,377,0
97,378,1
97,379,0,1,2
97,380,2,0,1
97,381,2
97,191,0
97,382,0
97,383,0
97,384,0
97,157,5
97,385,2,3
97,238,1,0,5,3,6,2
97,386,1,2,0
97,387,3,5,0
97,102,2
97,388,1,2,0
97,389,0,2,1
97,194,0
97,390,2
97,391,0
97,158,3,5
97,170,3,5
97,392,0
97,169,5,3
97,393,2,0,1
97,394,2,1,0
97,395,2
97,55,1,0,2
97,396,0
97,397,5,3,0
97,398,0
97,399,0
97,400,5,0,3
97,401,0,1,2
97,402,1
97,403,0
97,404,0
97,405,0
97,406,5,3
97,407,0
97,408,1,2,0
97,409,5
97,195,0
97,410,0
97,411,1,0,2
97,412,1,0,2,6
97,413,5,6,0
97,414,3
97,415,3,5
97,40,2,1,0
97,141,1
97,103,2
97,168,5
97,416,1,2,0
97,417,2
97,418,5,3,0,2,1
97,104,0,5,2
97,105,2
97,106,0,1,6,3,5,2
97,107,5
97,108,5
97,239,2
97,419,1,0,2
97,420,2,0,1
97,421,0
97,422,1,0,2
97,423,2
97,424,0,1,2
97,425,0
97,426,0
97,427,1,2,0
97,428,5
97,429,2
97,198,0
97,430,2,1,5,0,3
97,431,1
97,432,5
97,433,5
97,57,0,2
97,434,2,1,0
97,435,0,2,1
97,199,0
97,436,0
97,437,1,2,0
97,200,0
97,438,0
97,439,0
97,440,2
97,201,0
97,441,0
97,442,2,1,0
97,202,0
97,443,5,0,6
97,444,1,0,6,2
97,445,0,2
97,446,1,5,0,3,6,2
97,447,0
97,167,0
97,448,3,5,0
97,449,0,2,1
97,450,0,1,2
97,451,0,2,1
97,203,0
97,110,5
97,452,0
97,453,6,3,5,1
97,454,2,1,0
97,455,0
97,456,1
97,457,2,0
97,458,5,3
97,459,0
97,460,1,0,2
97,461,2,1,0
97,462,0
97,463,0
97,464,2,0,1
97,465,0
97,466,2
97,467,0,2,1
97,468,0,2,1
97,469,0
97,470,0
97,471,0
97,472,0,1,2
97,473,2,1,0
97,474,0
97,475,2
97,476,1
97,477,0
97,478,3,0
97,479,2
97,480,1
97,481,0
97,166,3,5
97,482,1,5,3,2,0,6
97,207,0
97,483,2
97,484,2
97,485,2
97,165,2
97,486,0
97,487,2
97,488,0,2,1
97,489,5,6,0
97,490,6,5,0
97,209,0
97,491,0
97,492,1,2,0
97,493,0,2,1
97,111,2
97,494,2,0,1
97,142,1,2,0
97,495,1,5,6,3
97,496,2
97,46,2,1,0
97,210,0
97,497,1,2,3,5,0
97,498,2,5,3
97,112,5
97,499,0
97,211,0
97,500,0
97,27,3,5,6,2
97,501,1
97,502,1,0,6,2
97,503,0
97,504,1,0,2
97,505,0
97,506,1
97,507,1,0,2
97,113,2,3,0,1,6
97,114,6,1,3,2,0
97,508,0
97,509,0
97,510,0,1,2
97,511,2,0,1
97,512,2
97,240,2
97,513,0,5,1,2,3
97,115,2
97,116,2
97,514,0
97,515,3,5,1,6
97,516,5,0,6
97,517,6,0,5
97,518,5,6,0
97,117,2
97,118,2
97,519,2
97,520,2
97,521,1,0,2
97,522,2
97,523,2
97,119,2
97,524,0
97,525,2
97,526,2
97,527,6,0,5
97,528,0,6,5
97,529,5,0,6
97,530,2,0,1
97,531,5,6,3
97,532,0,2
97,533,0
97,534,2,0,3,1
97,535,1
97,214,0
97,215,0
97,241,2,0,5
97,120,0,2
97,536,0
97,537,2,0,1
97,121,2
97,538,0,1,2
97,539,0
97,540,0
97,541,0,2,1
97,542,2
97,543,2
97,544,0
97,545,1,2,0
97,216,0
97,546,0
97,547,0
97,548,0,2
97,164,5,3
97,122,5
97,549,0,5
97,163,2
97,550,1
97,551,6,0,5
97,552,0
97,553,0
97,554,3,0,5
97,555,0
97,556,0
97,557,2,0,3,1,5
97,123,2
97,558,1,0,2
97,45,0
97,124,5
97,559,1
97,560,3
97,561,3,0
97,562,1,2,0
97,563,5,3
97,564,1
97,565,1,0,2,6
97,566,0,6,5
97,28,1,2,0,3
97,567,0,5,3
97,60,0
97,568,2,0,1
97,220,0
97,569,0
97,221,0
97,570,2,1,0,3
97,571,2
97,572,0,2,5
97,573,5,3,0,1,2
97,574,2
97,575,2
97,576,2
97,577,2
97,578,5,3,0
97,579,0
97,580,0,2
97,581,0,2,1
97,582,1,0,2
97,583,0
97,584,1
97,222,0
97,585,0
97,586,5,2,6,0,3,1
97,144,0,1,2
97,587,0
97,588,5,3,0
97,589,2
97,590,5,0,3
97,591,0
97,145,2,0,3,1
97,592,0
97,593,0
97,29,2,0,3,1
97,594,3,5,0
97,44,0,2,1
97,595,0
97,596,1,6,3,5
97,597,1,6,3,5
97,598,0
97,599,2,0,1
97,600,0
97,601,0
97,602,2,1,0
97,603,5,0,3
97,604,0
97,605,2,0,1
97,606,0
97,607,3,5
97,608,0
97,609,0
97,610,3,5,0
97,611,0,5,6
97,162,5
97,612,2
97,126,2
97,613,0,2,6,1
97,614,0
97,615,0,5
97,616,0
97,617,1,2,6,0
97,618,2
97,30,0,3,1,2
97,619,2,0,1
97,620,0,1,2
97,621,0
97,622,1,0,2
97,623,1,5,3
97,624,6,5,3,1
97,625,6,1,0,2
97,626,0,1,2
97,627,2,0,1
97,161,5
97,628,1,2,0
97,226,0
97,242,5,0,2
97,629,1,2,0
97,630,2,1,0
97,631,1,0,2
97,632,3
97,633,0
97,159,0
97,634,0
97,635,0
97,636,2,0,1
97,227,0
97,637,2,0,1
97,638,1,3
97,639,2
97,640,1,3,5,6
97,160,3,5
97,641,0,3
97,642,1,2,0
97,643,0
97,644,0,1,2
97,645,0
97,646,0,2,1
97,647,3,5,0
97,648,0,6,5
97,649,0,1,2
97,650,1
97,651,2,1,0,3,5
97,652,0,1,2
97,653,0
97,654,0,2
97,655,1
97,656,3,5,0
97,657,5,6,0
97,658,3,5,0
97,659,2,0,6,1
97,660,0
97,31,3,1,2,0
97,32,2,1,3,0
97,661,0,1,2
97,230,0
97,662,5,2,1,3,0
97,663,5,2,3,1,0
97,149,2,0,1
97,664,0
97,665,0
97,666,0,3
97,667,0
97,668,2,0,1
97,669,0,3
97,231,0
97,670,2
97,671,0
97,672,0
97,150,0,1,2
97,673,1,3,2,0,5
97,674,3,2,1,5,0
97,675,2,1,5,0,3
97,676,0,1,2
97,677,2,0,1
97,678,1,0,2
97,679,1,3,6,5
97,680,2,3,1,5,0
97,151,0,2,1
97,681,6,3,5,1
155,178,0
155,171,0
155,232,0
155,233,0
155,80,3,5
155,181,0
155,84,5,3
155,85,5,3
155,234,0
155,86,3,5
155,87,5,3
155,89,5,3
155,90,5,3
155,92,3,5
155,96,3,5
155,98,5,3
155,99,5,3
155,235,0
155,236,0
155,237,0
155,191,0
155,238,1
155,102,3,5
155,194,0
155,195,0
155,103,3,5
155,104,5,3
155,105,5,3
155,239,0
155,198,0
155,199,0
155,200,0
155,201,0
155,202,0
155,203,0
155,207,0
155,209,0
155,111,3,5
155,210,0
155,211,0
155,113,3,5
155,114,3,5
155,240,0
155,115,5,3
155,116,5,3
155,117,5,3
155,118,3,5
155,119,5,3
155,215,0
155,241,0
155,120,3,5
155,121,5,3
155,216,0
155,164,0
155,163,0
155,123,3,5
155,220,0
155,221,0
155,222,0
155,126,3,5
155,226,0
155,242,0
155,227,0
155,230,0
155,231,0
156,178,0
156,682,0
156,232,0
156,233,0
156,80,3,5
156,285,0
156,181,0
156,84,3,5
156,85,3,5
156,306,5,3
156,234,0
156,86,3,5
156,87,3,5
156,89,3,5
156,90,5,3
156,683,0
156,330,0
156,177,0
156,92,3,5
156,96,5,3
156,98,3,5
156,99,5,3
156,684,0
156,235,0
156,685,0
156,236,0
156,686,0
156,687,0
156,688,0
156,237,0
156,191,0
156,139,0
156,238,1
156,102,3,5
156,689,0
156,194,0
156,195,0
156,690,0
156,103,3,5
156,104,3,5
156,105,5,3
156,239,0
156,198,0
156,199,0
156,200,0
156,201,0
156,202,0
156,203,0
156,691,0
156,207,0
156,692,0
156,209,0
156,693,0
156,111,3,5
156,210,0
156,498,3,5
156,211,0
156,694,0
156,113,3,5
156,114,3,5
156,240,0
156,115,5,3
156,116,3,5
156,695,0
156,117,5,3
156,118,3,5
156,119,5,3
156,215,0
156,241,0
156,120,3,5
156,121,5,3
156,216,0
156,163,0
156,696,0
156,123,3,5
156,697,0
156,220,0
156,221,0
156,222,0
156,126,3,5
156,226,0
156,242,0
156,227,0
156,230,0
156,231,0
157,178,0
157,80,5
157,181,0
157,84,5
157,133,0
157,85,5
157,134,0
157,698,0
157,86,5
157,87,5
157,89,5
157,90,5
157,92,5
157,96,5
157,98,5
157,699,0
157,99,5
157,700,0
157,701,0
157,191,0
157,385,0
157,102,5
157,194,0
157,702,0
157,195,0
157,103,5
157,104,5
157,105,5
157,198,0
157,199,0
157,200,0
157,201,0
157,202,0
157,703,0
157,704,0
157,705,0
157,706,0
157,707,0
157,708,0
157,709,0
157,710,0
157,203,0
157,207,0
157,711,0
157,209,0
157,111,5
157,142,0
157,210,0
157,211,0
157,113,5
157,114,5
157,115,5
157,116,5
157,117,5
157,118,5
157,119,5
157,215,0
157,120,5
157,121,5
157,216,0
157,123,5
157,220,0
157,221,0
157,222,0
157,144,0
157,712,0
157,126,5
157,713,0
157,226,0
157,632,4,0
157,714,0
157,227,0
157,230,0
157,149,0
157,231,0
157,150,0
158,178,0
158,232,0
158,233,0
158,80,5,3
158,181,0
158,84,3,5
158,85,3,5
158,234,0
158,86,3,5
158,87,3,5
158,89,5,3
158,90,5,3
158,92,5,3
158,96,3,5
158,98,5,3
158,99,3,5
158,235,0
158,236,0
158,237,0
158,191,0
158,238,1
158,102,3,5
158,194,0
158,195,0
158,103,3,5
158,104,5,3
158,105,3,5
158,239,0
158,198,0
158,199,0
158,200,0
158,201,0
158,202,0
158,203,0
158,207,0
158,209,0
158,111,5,3
158,210,0
158,211,0
158,113,3,5
158,114,3,5
158,240,0
158,115,5,3
158,116,5,3
158,117,3,5
158,118,3,5
158,119,5,3
158,215,0
158,241,0
158,120,3,5
158,121,5,3
158,216,0
158,163,0
158,123,5,3
158,220,0
158,221,0
158,222,0
158,126,3,5
158,226,0
158,242,0
158,227,0
158,230,0
158,231,0
159,178,0
159,76,0
159,715,0
159,256,0
159,716,0
159,80,0
159,717,0
159,718,0
159,181,0
159,719,0
159,720,0
159,297,0
159,84,0
159,133,0,2,1
159,85,0
159,721,0
159,722,0
159,134,1,0,2
159,698,0
159,86,0
159,723,0
159,724,0
159,87,0
159,725,0
159,89,0
159,90,0
159,327,0
159,726,0
159,727,0
159,51,0
159,728,0
159,92,0
159,729,0
159,730,0
159,96,0
159,348,0
159,98,0
159,699,0
159,99,0
159,701,0
159,52,0
159,357,2,1,0
159,731,0
159,732,0
159,733,0
159,734,0
159,735,0
159,736,0
159,191,0
159,737,0
159,102,0
159,194,0
159,738,0
159,739,0
159,702,0
159,195,0
159,412,0
159,103,0
159,104,0
159,105,0
159,740,0
159,741,0
159,198,0
159,742,0
159,57,0
159,199,0
159,200,0
159,743,0
159,201,0
159,202,0
159,703,0
159,744,0
159,745,0
159,203,0
159,746,0
159,747,0
159,748,0
159,749,0
159,207,0
159,750,0
159,209,0
159,751,0
159,752,0
159,111,0
159,494,0,2,1
159,753,0
159,142,0,2,1
159,754,0
159,755,0
159,210,0
159,756,0
159,211,0
159,757,0
159,758,0
159,759,0
159,113,0
159,114,0
159,115,0
159,116,0
159,117,0
159,118,0
159,760,0
159,761,0
159,762,0
159,119,0
159,763,0
159,764,0
159,215,0
159,120,0
159,765,0
159,121,0
159,766,0
159,767,0
159,216,0
159,768,0
159,769,0
159,123,0
159,770,0
159,771,0
159,220,0
159,772,0
159,221,0
159,773,0
159,774,0
159,222,0
159,144,0,2,1
159,712,0
159,126,0
159,775,0
159,713,0
159,625,0
159,776,0
159,777,0
159,226,0
159,778,0
159,779,0
159,227,0
159,780,0
159,781,0
159,782,0
159,783,0
159,784,0
159,230,0
159,149,1,2,0
159,231,0
159,785,0
159,150,2,1,0
159,786,0
159,787,0
160,178,0
160,232,0
160,233,0
160,80,3,5
160,181,0
160,84,3,5
160,85,3,5
160,234,0
160,86,3,5
160,87,3,5
160,89,3,5
160,90,3,5
160,92,3,5
160,96,3,5
160,98,3,5
160,99,3,5
160,235,0
160,236,0
160,237,0
160,191,0
160,238,1
160,102,3,5
160,194,0
160,195,0
160,103,5,3
160,104,5,3
160,105,3,5
160,239,0
160,198,0
160,199,0
160,200,0
160,201,0
160,202,0
160,203,0
160,207,0
160,209,0
160,111,3,5
160,210,0
160,211,0
160,113,5,3
160,114,3,5
160,240,0
160,115,3,5
160,116,3,5
160,117,5,3
160,118,5,3
160,119,3,5
160,215,0
160,241,0
160,120,3,5
160,121,3,5
160,216,0
160,163,0
160,123,3,5
160,220,0
160,221,0
160,222,0
160,126,5,3
160,226,0
160,242,0
160,227,0
160,230,0
160,231,0
161,178,0
161,80,5
161,181,0
161,84,5
161,133,0
161,85,5
161,134,0
161,698,0
161,86,5
161,87,5
161,89,5
161,90,5
161,92,5
161,96,5
161,98,5
161,699,0
161,99,5
161,700,0
161,701,0
161,191,0
161,385,0
161,102,5
161,194,0
161,702,0
161,195,0
161,103,5
161,104,5
161,105,5
161,198,0
161,199,0
161,200,0
161,201,0
161,202,0
161,703,0
161,704,0
161,705,0
161,706,0
161,707,0
161,708,0
161,709,0
161,710,0
161,203,0
161,207,0
161,711,0
161,209,0
161,111,5
161,142,0
161,210,0
161,211,0
161,113,5
161,114,5
161,115,5
161,116,5
161,117,5
161,118,5
161,119,5
161,215,0
161,120,5
161,121,5
161,216,0
161,123,5
161,220,0
161,221,0
161,222,0
161,144,0
161,712,0
161,126,5
161,713,0
161,226,0
161,632,4,0
161,714,0
161,227,0
161,230,0
161,149,0
161,231,0
161,150,0
162,178,0
162,80,5
162,181,0
162,84,5
162,133,0
162,85,5
162,134,0
162,698,0
162,86,5
162,87,5
162,89,5
162,90,5
162,92,5
162,96,5
162,98,5
162,699,0
162,99,5
162,700,0
162,701,0
162,191,0
162,385,0
162,102,5
162,194,0
162,702,0
162,195,0
162,103,5
162,104,5
162,105,5
162,198,0
162,199,0
162,200,0
162,201,0
162,202,0
162,703,0
162,704,0
162,705,0
162,706,0
162,707,0
162,708,0
162,709,0
162,710,0
162,203,0
162,207,0
162,711,0
162,209,0
162,111,5
162,142,0
162,210,0
162,788,0
162,211,0
162,113,5
162,114,5
162,115,5
162,116,5
162,117,5
162,118,5
162,119,5
162,215,0
162,120,5
162,121,5
162,216,0
162,123,5
162,220,0
162,221,0
162,222,0
162,144,0
162,712,0
162,126,5
162,713,0
162,226,0
162,632,4,0
162,714,0
162,227,0
162,230,0
162,149,0
162,789,0
162,231,0
162,150,0
163,178,0
163,16,2
163,171,0
163,790,0
163,682,0
163,791,0
163,792,0
163,793,0
163,794,0
163,265,2
163,795,0
163,80,2
163,50,2
163,282,2
163,181,0
163,720,0
163,796,0
163,173,0
163,299,2
163,84,2
163,797,2
163,798,2
163,133,2
163,85,2
163,305,2
163,306,2
163,134,2
163,86,2
163,724,0
163,87,2
163,799,0
163,89,2
163,90,2
163,330,0,2
163,726,0
163,800,0
163,727,0
163,51,2
163,92,2
163,96,2
163,347,2
163,98,2
163,99,2
163,52,2
163,801,2
163,802,0
163,236,0,2
163,732,0
163,101,2
163,735,0
163,736,0
163,191,0
163,803,0
163,139,0
163,385,2
163,102,2
163,194,0
163,738,0
163,804,0
163,170,0
163,169,0
163,195,0
163,103,2
163,104,2
163,105,2
163,740,0
163,741,0
163,198,0
163,742,0
163,57,2
163,199,0
163,200,0
163,743,0
163,201,0
163,202,0
163,203,0
163,746,0
163,749,0
163,166,0
163,207,0
163,209,0
163,751,0
163,752,0
163,71,0
163,111,2
163,142,2
163,805,0
163,755,0
163,210,0
163,497,2
163,806,0
163,498,2
163,211,0
163,113,2
163,114,2
163,115,2
163,116,2
163,117,2
163,118,2
163,762,0
163,119,2
163,763,0
163,764,0
163,215,0
163,120,2
163,121,2
163,767,0
163,216,0
163,164,0
163,768,0
163,769,0
163,123,2
163,771,0
163,220,0
163,807,0
163,221,0
163,577,2
163,222,0
163,808,0
163,144,2
163,126,2
163,617,2
163,809,0
163,810,0
163,777,0
163,226,0
163,636,2
163,779,0
163,227,0
163,811,0
163,781,0
163,782,0
163,783,0
163,230,0
163,149,2
163,231,0
163,150,2
163,787,0
164,178,0
164,232,0
164,233,0
164,80,3,5
164,181,0
164,84,3,5
164,85,5,3
164,234,0
164,86,3,5
164,87,5,3
164,799,0
164,89,3,5
164,90,3,5
164,330,0
164,92,5,3
164,96,5,3
164,98,3,5
164,99,5,3
164,235,0
164,236,0
164,237,0
164,191,0
164,238,1
164,102,3,5
164,194,0
164,195,0
164,103,3,5
164,104,5,3
164,105,3,5
164,239,0
164,198,0
164,199,0
164,200,0
164,201,0
164,202,0
164,203,0
164,207,0
164,209,0
164,111,3,5
164,210,0
164,211,0
164,113,3,5
164,114,3,5
164,240,0
164,115,5,3
164,116,3,5
164,117,5,3
164,118,3,5
164,119,3,5
164,215,0
164,241,0
164,120,5,3
164,121,3,5
164,216,0
164,812,0
164,123,5,3
164,220,0
164,221,0
164,222,0
164,126,5,3
164,226,0
164,242,0
164,227,0
164,230,0
164,231,0
165,178,0
165,813,0
165,814,0
165,16,2
165,76,0
165,815,2,0
165,127,0
165,816,0
165,817,0
165,180,2
165,818,0
165,255,0
165,256,0
165,257,0
165,819,0
165,259,0
165,77,0
165,260,0
165,820,0
165,821,0
165,261,2
165,822,0
165,47,0
165,48,0
165,265,2
165,270,0
165,273,0
165,274,2
165,80,2
165,823,0
165,718,0
165,280,2
165,50,0
165,824,0
165,284,0
165,825,0
165,285,0,2
165,826,0
165,21,0
165,827,0
165,288,0
165,132,0
165,291,0,2
165,293,0
165,181,0
165,828,0
165,829,0
165,830,0
165,831,0
165,832,0,2
165,720,0
165,833,0
165,834,2,0
165,300,0
165,835,2,0
165,84,2
165,836,0
165,302,0
165,837,0
165,303,0
165,133,0
165,838,0,2
165,85,2
165,839,0
165,305,2,0
165,306,0,2
165,234,2
165,840,0
165,841,0
165,842,2,0
165,843,0
165,134,0
165,844,0
165,86,2
165,311,0
165,845,0
165,724,0
165,87,2
165,846,2,0
165,847,0
165,848,0
165,849,2,0
165,850,0,2
165,317,0
165,851,0
165,852,0,2
165,853,0
165,318,0
165,854,2,0
165,855,2,0
165,856,2
165,857,0
165,858,0
165,89,2
165,90,2
165,91,0
165,859,0
165,22,0
165,323,0
165,326,0,2
165,860,0
165,861,0
165,862,0
165,863,0,2
165,864,2,0
165,865,0
165,866,0
165,867,0
165,329,2,0
165,868,0
165,869,0
165,870,0
165,726,0
165,871,0
165,872,0,2
165,873,0
165,334,0
165,874,2,0
165,875,0
165,876,0
165,336,0
165,177,0
165,727,0
165,877,0
165,338,0
165,878,0
165,879,0
165,728,0
165,92,2
165,96,2
165,346,0
165,880,0
165,348,0
165,881,0
165,187,0
165,354,2
165,98,2
165,99,2
165,882,0
165,700,1,0
165,883,0
