u,v,color
188,53,5
188,55,5
188,56,5
188,61,5
188,62,5
188,63,5
188,232,0
188,165,2,1,0
188,233,0
188,234,0
188,235,0
188,82,5
188,236,0
240,3,0
240,176,0
240,177,0
240,178,0
240,185,0
240,190,0
240,192,0
240,199,0
240,371,0
240,206,0
240,336,1,3
240,211,0
240,31,0
240,215,0
240,219,0
240,40,0
240,41,0
240,53,0
240,55,0
240,56,0
240,61,0
240,62,0
240,63,0
240,232,0
240,256,0
240,82,0
372,3,6,1,0,2
372,14,0,1,2
372,373,0
372,320,0
372,114,2,0
372,29,0,1,2
372,30,1,0,2
372,374,0
372,375,0,2,1
372,376,0
372,377,0
372,378,0
372,364,0
372,53,2,6,1,0
372,55,6,2,1,0
372,56,0,2,1,6
372,379,0
372,61,1,2,0,6
372,62,6,0,2,1
372,63,6,1,0,2
372,380,0
372,82,0,6,2,1
372,365,0
381,3,2
381,382,0
381,383,0
381,14,0
381,384,0
381,126,2
381,25,0
381,29,0
381,30,0
381,385,0
381,386,0
381,244,2
381,387,0
381,325,2
381,388,0
381,119,2
381,389,0
381,53,2
381,55,2
381,56,2
381,390,0
381,391,0
381,61,2
381,62,2
381,63,2
381,82,2
381,392,0
393,3,0
393,53,0
393,55,0
393,56,0
393,390,0
393,61,0
393,62,0
393,63,0
393,82,0
394,3,0
394,124,0
394,395,0
394,396,0
394,397,0
394,398,0
394,40,0
394,41,0
394,43,0
394,399,0
394,44,0
394,400,0
394,401,0
394,53,0
394,55,0
394,56,0
394,61,0
394,62,0
394,63,0
394,82,0
402,3,5,1,2,3,0
402,126,0
402,133,0
402,53,2,1,3,5,0
402,55,5,0,3,1,2
402,56,0,3,2,1,5
402,61,5,0,2,1,3
402,62,1,0,5,2,3
402,63,1,5,3,0,2
402,82,5,3,1,0,2
403,3,3,2,1,5,0
403,126,0
403,133,0
403,53,0,3,2,1,5
403,55,0,2,3,5,1
403,56,2,1,5,0,3
403,61,5,0,2,1,3
403,62,5,3,0,2,1
403,63,3,1,0,5,2
403,82,5,1,0,2,3
291,3,0
291,404,0
291,290,0
291,261,0
291,263,0
291,317,0
291,264,0
291,318,0
291,319,0
291,405,0
291,126,0
291,127,0
291,406,0
291,266,0
291,295,0
291,407,0
291,408,0
291,325,0
291,270,0
291,298,0
291,221,0
291,271,0
291,299,0
291,409,0
291,410,0
291,411,0
291,412,0
291,413,0
291,53,0
291,55,0
291,56,0
291,302,0
291,58,0
291,136,0
291,61,0
291,62,0
291,63,0
291,273,0
291,253,0
291,332,0
291,276,0
291,414,0
291,358,0
291,277,0
291,107,0
291,82,0
415,3,5,0,6
415,123,0
415,14,0
415,416,0
415,417,0
415,126,6,5
415,418,0
415,406,0
415,29,0
415,30,0
415,419,0
415,420,0
415,421,0
415,326,0
415,422,0
415,423,0
415,424,0
415,425,0
415,426,0
415,427,0
415,428,0
415,429,0
415,430,0
415,378,0
415,431,0
415,389,0
415,53,6,0,5
415,55,0,6,5
415,56,0,6,5
415,432,0
415,433,0
415,434,0
415,379,0
415,61,5,6,0
415,62,6,5,0
415,63,6,0,5
415,435,0
415,436,0,1
415,437,0
415,82,6,5,0
415,369,0
415,392,0
88,3,0
88,260,0
88,371,0
88,321,0
88,438,0
88,406,0
88,292,0
88,322,0
88,323,0
88,439,0
88,267,0
88,93,0
88,324,0
88,325,0
88,268,0
88,269,0
88,326,0
88,35,0
88,327,0
88,328,0
88,46,0
88,440,0
88,330,0
88,441,0
88,442,0
88,443,0
88,53,0
88,55,0
88,56,0
88,103,0
88,61,0
88,62,0
88,63,0
88,82,0
88,355,0
444,3,1,0,5,2
444,4,0
444,9,0
444,445,0
444,446,0
444,28,0
444,33,0
444,447,0
444,131,0
444,132,0
444,448,0
444,449,0
444,450,0
444,49,0
444,53,0,5,2,1
444,55,2,5,0,1
444,56,5,1,0,2
444,61,0,2,5,1
444,62,0,1,2,5
444,63,1,2,0,5
444,451,0
444,67,0
444,452,0
444,70,0
444,453,0
444,82,0,5,2,1
293,3,0
293,261,0
293,110,0
293,263,0
293,114,0
293,266,0
293,245,0
293,454,0
293,270,0
293,35,0
293,248,0
293,229,0
293,455,0
293,53,0
293,55,0
293,56,0
293,61,0
293,62,0
293,63,0
293,273,0
293,276,0
293,277,0
293,456,0
293,457,0
293,82,0
293,355,0
128,3,2,1
128,259,1
128,123,2
128,14,1
128,124,2
128,126,2
128,129,2,0
128,29,1
128,30,1
128,92,2
128,244,2
128,130,2
128,131,2
128,35,0
128,375,1
128,132,2
128,119,2
128,134,2
128,53,1,2
128,55,2,1
128,56,1,2
128,58,2
128,137,2
128,61,1,2
128,62,1,2
128,63,2,1
128,139,2
128,458,0,2
128,104,2
128,70,2
128,82,1,2
128,355,0
128,144,2
128,369,2
129,3,1,2
129,176,0
129,185,0
129,196,0
129,151,0
129,200,0
129,14,1,2
129,124,2
129,126,2
129,210,0
129,211,0
129,114,0
129,29,2,1
129,323,0
129,30,2,1
129,91,0
129,92,2
129,130,2
129,131,2
129,375,1
129,132,2
129,327,0
129,53,1,2
129,55,1,2
129,56,2,1
129,58,2
129,459,1
129,460,1
129,137,2
129,138,2
129,61,2,1
129,62,1,2
129,63,1,2
129,139,2
129,458,0,2
129,104,2
129,461,1
129,462,1
129,70,2
129,106,0
129,463,1
129,464,1
129,465,1
129,82,2,1
129,144,2
466,3,0
466,362,0
466,467,0
466,468,0
466,93,0
466,469,0
466,470,0
466,376,0
466,471,0
466,472,0
466,473,0
466,378,0
466,364,0
466,53,0
466,55,0
466,56,0
466,103,0
466,379,0
466,61,0
466,62,0
466,63,0
466,139,0
466,474,0
466,475,0
466,82,0
466,365,0
114,3,2,5
114,176,0
114,476,0
114,178,0
114,477,0
114,181,0
114,183,0
114,184,0
114,185,0
114,186,0
114,187,0
114,189,0
114,190,0
114,112,0
114,194,0
114,196,0
114,197,0
114,151,0
114,198,0
114,199,0
114,200,0
114,202,0
114,478,0
114,126,2
114,154,2
114,321,0
114,210,0
114,211,0
114,479,0
114,323,0
114,294,0
114,480,0
114,244,2
114,31,0
114,130,2
114,215,0
114,93,2
114,481,3
114,325,2
114,269,0
114,219,0
114,470,2
114,327,0
114,43,0
114,426,0
114,301,3
114,133,2
114,101,2
114,134,0
114,53,5,2
114,55,2,5
114,56,2,5
114,58,0,1,2
114,482,1,2,0
114,103,2
114,483,0
114,484,0
114,137,2
114,138,2
114,61,2,5
114,62,5,2
114,63,5,2
114,66,0
114,485,0
114,82,5,2
114,303,3
27,3,0
27,10,0
27,14,0
27,22,0
27,29,0
27,30,0
27,454,0
27,486,0
27,93,0
27,481,4
27,487,0
27,118,4
27,44,0
27,488,0
27,489,0
27,53,0
27,55,0
27,56,0
27,58,0
27,103,0
27,61,0
27,62,0
27,63,0
27,490,0
27,491,0
27,67,0
27,77,0
27,492,0
27,493,0
27,82,0
467,3,0
467,476,0
467,264,0
467,19,3
467,468,0
467,469,0
467,376,0
467,494,0
467,364,0
467,450,0
467,53,0
467,55,0
467,56,0
467,61,0
467,62,0
467,63,0
467,452,0
467,495,0
467,82,0
467,365,0
468,3,0
468,476,0
468,264,0
468,19,3
468,469,0
468,376,0
468,494,0
468,364,0
468,450,0
468,53,0
468,55,0
468,56,0
468,61,0
468,62,0
468,63,0
468,452,0
468,495,0
468,82,0
468,365,0
130,3,0,5,2
130,237,0
130,239,0
130,496,0
130,476,0
130,316,0
130,317,0
130,264,0
130,497,0
130,123,2
130,14,0
130,124,2
130,498,0
130,318,0
130,499,0
130,319,0
130,126,2
130,154,2
130,320,0
130,127,0
130,212,0
130,500,0
130,29,0
130,294,0
130,243,0
130,30,0
130,92,2
130,244,2
130,214,0
130,93,2
130,325,2
130,326,0
130,501,0
130,470,2
130,376,0
130,95,0
130,221,0
130,96,0
130,449,0
130,300,0,4
130,118,0
130,502,0
130,503,0
130,472,0
130,133,2
130,504,0
130,119,2
130,505,0
130,101,2
130,134,2
130,53,2,0,5
130,55,2,0,5
130,56,0,5,2
130,58,2,0
130,103,2
130,136,0
130,137,2
130,138,2
130,61,0,5,2
130,62,0,5,2
130,63,0,2,5
130,139,2
130,474,0
130,104,2
130,70,2
130,506,0
130,333,0
130,107,0
130,82,5,0,2
130,144,2
130,369,2
131,3,2
131,476,0
131,9,0
131,507,0
131,445,0
131,126,2
131,500,0
131,91,0
131,386,0
131,244,2
131,508,0
131,387,0
131,509,0
131,448,0
131,367,2
131,449,0
131,410,4
131,119,0,2
131,510,0
131,511,0
131,49,0
131,134,2
131,53,2
131,55,2
131,56,2
131,58,2
131,137,2
131,138,2
131,61,2
131,62,2
131,63,2
131,70,2
131,512,0
131,106,0
131,380,0
131,82,2
131,369,0,2
513,3,0,5,3,2,1
513,290,0
513,318,0
513,295,0
513,324,0
513,325,0
513,269,0
513,328,0
513,330,0
513,53,5,3,0,2,1
513,55,5,1,2,3,0
513,56,2,1,5,0,3
513,514,0
513,61,1,0,3,2,5
513,62,3,1,2,0,5
513,63,5,2,1,0,3
513,107,0
513,82,2,0,3,1,5
469,3,0
469,476,0
469,264,0
469,19,3
469,376,0
469,494,0
469,364,0
469,450,0
469,53,0
469,55,0
469,56,0
469,61,0
469,62,0
469,63,0
469,452,0
469,495,0
469,82,0
469,365,0
132,3,2
132,476,0
132,9,0
132,507,0
132,445,0
132,126,2
132,500,0
132,91,0
132,386,0
132,244,2
132,508,0
132,387,0
132,509,0
132,448,0
132,367,2
132,449,0
132,410,4
132,119,2,0
132,510,0
132,511,0
132,49,0
132,134,2
132,53,2
132,55,2
132,56,2
132,58,2
132,137,2
132,138,2
132,61,2
132,62,2
132,63,2
132,70,2
132,512,0
132,106,0
132,380,0
132,82,2
132,369,0,2
376,3,0
376,239,0
376,476,2
376,515,0
376,317,0
376,264,0
376,516,0
376,499,2
376,319,0
376,320,0
376,362,0
376,517,0
376,294,0
376,243,0
376,385,0
376,454,0
376,518,0
376,359,0
376,214,0
376,519,0
376,520,0
376,501,0
376,521,0
376,522,0
376,449,2
376,523,0
376,524,0
376,472,0
376,45,2
376,504,2,0
376,378,0
376,450,0,2
376,505,2
376,53,0
376,55,0
376,56,0
376,525,0
376,526,0
376,391,0
376,379,0
376,483,0
376,527,0
376,61,0
376,62,0
376,63,0
376,491,3
376,474,0
376,458,0,2
376,528,0
376,452,2,0
376,529,0
376,333,0
376,82,0
530,3,5,0,1,3,2
530,126,0
530,133,0
530,53,0,5,3,2,1
530,55,1,3,0,5,2
530,56,0,1,2,5,3
530,61,2,3,5,0,1
530,62,1,0,2,5,3
530,63,5,1,0,3,2
530,82,3,5,0,1,2
531,3,0,1,3,2,5
531,126,0
531,133,0
531,53,1,3,5,0,2
531,55,2,3,5,0,1
531,56,0,2,3,1,5
531,61,2,0,5,1,3
531,62,1,2,3,5,0
531,63,3,1,0,2,5
531,82,3,2,1,5,0
532,3,5,2,1,3,0
532,126,0
532,133,0
532,53,2,3,1,5,0
532,55,2,3,1,5,0
532,56,1,5,0,2,3
532,61,2,3,5,0,1
532,62,3,0,1,5,2
532,63,3,1,2,0,5
532,82,5,0,1,3,2
533,3,2
533,382,0
533,383,0
533,14,0
533,384,0
533,126,2
533,25,0
533,29,0
533,30,0
533,385,0
533,244,2
533,387,0
533,325,2
533,388,0
533,119,2
533,389,0
533,53,2
533,55,2
533,56,2
533,390,0
533,391,0
533,61,2
533,62,2
533,63,2
533,82,2
533,392,0
534,3,2
534,53,2
534,55,2
534,56,2
534,61,2
534,62,2
534,63,2
534,82,2
40,3,3
40,175,0
40,176,0
40,177,3,0
40,8,0,2
40,184,0
40,185,0,3
40,187,0
40,190,0
40,192,3,0
40,197,0
40,151,0
40,198,3,0
40,205,3,0
40,10,1,0,2
40,19,0
40,211,3,0
40,22,0,1,2
40,23,1,0,2
40,26,2,1,0
40,28,1,0,2,3
40,31,0
40,33,0,3,2,1
40,93,0
40,219,3,0
40,345,0
40,44,2,0,1
40,100,0
40,251,3,0,1
40,51,2,1,0
40,53,3
40,55,3
40,56,3
40,58,2,1,0
40,103,0
40,61,3
40,62,3
40,63,3
40,232,0
40,255,0
40,256,0
40,257,1,3
40,82,3
41,3,3
41,175,0
41,176,0
41,177,0,3
41,8,0,2
41,184,0
41,185,3,0
41,187,0
41,190,0
41,192,0,3
41,197,0
41,151,0
41,198,0,3
41,205,0,3
41,10,2,1,0
41,19,0
41,211,0,3
41,22,2,1,0
41,23,0,2,1
41,26,1,0,2
41,28,0,3,1,2
41,31,0
41,33,0,2,1,3
41,93,0
41,219,0,3
41,345,0
41,44,0,1,2
41,100,0
41,251,0,3,1
41,51,0,1,2
41,53,3
41,55,3
41,56,3
41,58,0,2,1
41,103,0
41,61,3
41,62,3
41,63,3
41,232,0
41,255,0
41,256,0
41,257,3,1
41,82,3
535,3,0
535,53,0
535,55,0
535,56,0
535,390,0
535,61,0
535,62,0
535,63,0
535,82,0
536,3,3,1,5,0,2
536,126,0
536,133,0
536,53,3,2,0,5,1
536,55,2,0,5,1,3
536,56,5,3,2,1,0
536,61,3,0,5,1,2
536,62,2,1,3,0,5
536,63,1,0,3,2,5
536,82,0,1,2,5,3
537,3,3,5,0,2,1
537,126,0
537,133,0
537,53,3,5,0,2,1
537,55,0,3,1,2,5
537,56,1,5,3,2,0
537,61,1,3,0,5,2
537,62,3,1,2,0,5
537,63,3,1,2,5,0
537,82,3,5,2,1,0
538,3,3,1,2,0,5
538,126,0
538,133,0
538,53,1,2,3,5,0
538,55,3,5,0,1,2
538,56,0,3,5,1,2
538,61,3,5,2,0,1
538,62,5,3,0,2,1
538,63,0,3,1,5,2
538,82,0,3,2,5,1
539,3,0,6,5
539,123,0
539,14,0
539,416,0
539,417,0
539,126,5,6
539,418,0
539,406,0
539,29,0
539,30,0
539,419,0
539,420,0
539,421,0
539,326,0
539,422,0
539,423,0
539,424,0
539,425,0
539,426,0
539,427,0
539,428,0
539,429,0
539,430,0
539,378,0
539,431,0
539,389,0
539,53,0,5,6
539,55,0,6,5
539,56,5,6,0
539,432,0
539,433,0
539,434,0
539,379,0
539,61,6,5,0
539,62,0,6,5
539,63,0,5,6
539,435,0
539,436,0,1
539,437,0
539,82,0,5,6
539,369,0
539,392,0
540,3,0,6,5
540,123,0
540,14,0
540,416,0
540,417,0
540,126,5,6
540,418,0
540,406,0
540,29,0
540,30,0
540,419,0
540,420,0
540,421,0
540,326,0
540,422,0
540,423,0
540,424,0
540,425,0
540,426,0
540,427,0
540,428,0
540,429,0
540,430,0
540,378,0
540,431,0
540,389,0
540,53,0,5,6
540,55,6,0,5
540,56,5,6,0
540,432,0
540,433,0
540,434,0
540,379,0
540,61,6,5,0
